"Extends the lifespan of your engine","يطيل العمر الافتراضي لمحركك"
"Comes with a complete inspection to ensure there are no leaks or damage","يأتي مع فحص شامل لضمان عدم وجود تسريبات أو أضرار"
"Rapid service with high-quality oils that satisfy OEM standards","خدمة سريعة بزيوت عالية الجودة تلبي معايير تصنيع المعدات الأصلية"
"Oil Filter Replacement","استبدال فلتر الزيت"
"An oil filter catches dirt and debris in your engine oil. It becomes plugged over time and must be replaced to preserve oil circulation and engine health. We offer oil filter replacement with only the highest-performance filters to keep your engine running without a hitch.","يلتقط فلتر الزيت الأوساخ والحطام في زيت المحرك. ويصبح مسدودًا بمرور الوقت ويجب استبداله للحفاظ على دوران الزيت وصحة المحرك. نقدم خدمة استبدال فلتر الزيت باستخدام فلاتر عالية الأداء فقط للحفاظ على تشغيل محركك دون أي عوائق."
"Service Features:","ميزات الخدمة:"
"Cleans the oil from dirt, debris, and contaminants","ينظف الزيت من الأوساخ والحطام والملوثات"
"Prevents clogging of the oil filter for effective oil flow","يمنع انسداد فلتر الزيت لتدفق الزيت بشكل فعال"
"Reduces strain on the engine, increasing overall engine lifespan","يقلل الضغط على المحرك، مما يزيد من العمر الافتراضي الإجمالي للمحرك"
"For all makes and models, with premium filters","لجميع الماركات والموديلات، مع فلاتر ممتازة"
"Synthetic Oil Change Service","خدمة تغيير الزيت التخليقي"
"To increase engine protection, synthetic oil offers better lubrication than standard oils. Our synthetic oil change service incorporates high-quality synthetic oils that are developed to last through harsh temperatures, delivering long-lasting service and improved fuel efficiency.","لزيادة حماية المحرك، يوفر الزيت التخليقي تزييتًا أفضل من الزيوت القياسية. تتضمن خدمة تغيير الزيت التخليقي لدينا زيوتًا تخليقية عالية الجودة تم تطويرها لتستمر عبر درجات الحرارة القاسية، مما يوفر خدمة طويلة الأمد وكفاءة محسنة في استهلاك الوقود."
"Key Benefits:","الفوائد الرئيسية:"
"Enhanced engine performance in extreme weather conditions","أداء محسن للمحرك في الظروف الجوية القاسية"
"Increased fuel efficiency and minimized engine wear","زيادة كفاءة الوقود وتقليل تآكل المحرك"
"Suggested for modern vehicles and high-performance cars","مقترح للمركبات الحديثة والسيارات عالية الأداء"
"Provides smooth, clean engine operation","يوفر تشغيلًا سلسًا ونظيفًا للمحرك"
"Oil Leak Inspection &amp; Repair","فحص وإصلاح تسرب الزيت"
"Oil leaks can result in low oil level and engine damage. If you spot oil leaks under your vehicle, our oil leak inspection &amp; repair service detects and repairs leaks in seals, gaskets, and other essential parts to avoid engine failure.","يمكن أن تؤدي تسريبات الزيت إلى انخفاض مستوى الزيت وتلف المحرك. إذا لاحظت تسرب زيت تحت سيارتك، فإن خدمة فحص وإصلاح تسرب الزيت لدينا تكتشف وتصلح التسريبات في الأختام والحشيات والأجزاء الأساسية الأخرى لتجنب تعطل المحرك."
"Why It's Critical:","لماذا هو ضروري:"
"Prevents engine damage by halting oil loss","يمنع تلف المحرك عن طريق إيقاف فقدان الزيت"
"Catches leaks early before incurring expensive repairs in the future","يكتشف التسريبات مبكرًا قبل تكبد إصلاحات باهظة الثمن في المستقبل"
"Enhances engine performance and oil pressure","يعزز أداء المحرك وضغط الزيت"
"Uses OEM-quality seals and gaskets for repair","يستخدم أختام وحشيات بجودة تصنيع المعدات الأصلية للإصلاح"
"Transmission Oil Change","تغيير زيت ناقل الحركة"
"Transmission oil is instrumental in the smooth gear shifting and overall health of the transmission. Our transmission oil change service involves draining old fluid, filling with the proper type of transmission oil, and having your vehicle shift smoothly and run efficiently.","يعتبر زيت ناقل الحركة أداة أساسية في التبديل السلس للتروس والصحة العامة لناقل الحركة. تتضمن خدمة تغيير زيت ناقل الحركة لدينا تصريف السائل القديم، والتعبئة بالنوع المناسب من زيت ناقل الحركة، وجعل مركبتك تبدل التروس بسلاسة وتعمل بكفاءة."
"Key Features:","الميزات الرئيسية:"
"Restores smooth shifting and transmission performance","يستعيد التبديل السلس وأداء ناقل الحركة"
"Prevents overheating and wear on internal transmission components","يمنع ارتفاع درجة الحرارة والتآكل في مكونات ناقل الحركة الداخلية"
"Involves complete check-up of the transmission system","يتضمن فحصًا كاملاً لنظام ناقل الحركة"
"Employs high-grade, transmission-focused oils","يستخدم زيوتًا عالية الجودة مخصصة لناقل الحركة"
"Coolant Top-Up &amp; Replacement","تعبئة واستبدال سائل التبريد"
"Engine overheating may result in extreme engine damage. Our top-up and replacement service for coolants guarantees your engine remains at the optimal temperature through the exchange of stale coolant with new fluid, maintaining your car cool despite the scorching UAE weather.","قد يؤدي ارتفاع درجة حرارة المحرك إلى تلف شديد في المحرك. تضمن خدمة التعبئة والاستبدال لسوائل التبريد بقاء محركك في درجة الحرارة المثلى من خلال استبدال سائل التبريد القديم بسائل جديد، مما يحافظ على برودة سيارتك على الرغم من الطقس الحار في الإمارات."
"Prevents engine overheating through optimal coolant levels","يمنع ارتفاع درجة حرارة المحرك من خلال مستويات سائل التبريد المثلى"
"Guards radiator and engine interior components against corrosion","يحمي المبرد ومكونات المحرك الداخلية من التآكل"
"Comprises a complete check of the coolant system","يشتمل على فحص كامل لنظام التبريد"
"Offers the right coolant for your vehicle's make and model","يقدم سائل التبريد المناسب لنوع وموديل سيارتك"
"Differential Oil Change","تغيير زيت الدفرنس (الترس التفاضلي)"
"Differential oil facilitates power transmission from the engine to the wheels and enables smooth turns. We provide differential oil change services at TyresCart to keep your differential running smoothly, improving your vehicle's handling and minimizing wear.","يسهل زيت الدفرنس (الترس التفاضلي) نقل الطاقة من المحرك إلى العجلات ويتيح الانعطاف السلس. نقدم خدمات تغيير زيت الدفرنس في تايرس كارت للحفاظ على عمل الدفرنس بسلاسة، مما يحسن من التعامل مع مركبتك ويقلل من التآكل."
"Service Highlights:","أبرز ميزات الخدمة:"
"Less friction and wear in the differential gears","احتكاك وتآكل أقل في تروس الدفرنس"
"Better handling and cornering ability","قدرة أفضل على التعامل والانعطاف"
"Avoids overheating of differential parts","يتجنب ارتفاع درجة حرارة أجزاء الدفرنس"
"Employs high-quality differential oil for optimum protection","يستخدم زيت دفرنس عالي الجودة لتوفير الحماية المثلى"
"Why Choose TyresCart for Car Oil Change Services in the UAE?","لماذا تختار تايرس كارت لخدمات تغيير زيت السيارة في الإمارات؟"
"We at TyresCart understand how important routine oil changes are for your car's wellbeing and smooth running. Our certified experts offer fast, budget-friendly, and reliable oil change services in the UAE with superior oils and high-quality parts.","نحن في تايرس كارت ندرك مدى أهمية تغييرات الزيت الروتينية لسلامة سيارتك وعملها السلس. يقدم خبراؤنا المعتمدون خدمات تغيير زيت سريعة واقتصادية وموثوقة في الإمارات العربية المتحدة باستخدام زيوت فائقة وأجزاء عالية الجودة."
"What Makes Us Unique:","ما الذي يميزنا:"
"Certified Experts You Can Count On:","خبراء معتمدون يمكنك الاعتماد عليهم:"
"Our certified technicians treat each oil change with care so that your vehicle performs smoothly and efficiently.","يتعامل الفنيون المعتمدون لدينا مع كل تغيير للزيت بعناية حتى تعمل مركبتك بسلاسة وكفاءة."
"High-Quality Oils &amp; Advanced Service Tools:","زيوت عالية الجودة وأدوات خدمة متقدمة:"
"We only use premium oils from well-established brands and advanced tools for accurate, dependable service.","نحن نستخدم فقط الزيوت الممتازة من العلامات التجارية الراسخة والأدوات المتقدمة لتقديم خدمة دقيقة ويمكن الاعتماد عليها."
"Competitive Pricing with Transparent Billing:","أسعار تنافسية مع فواتير شفافة:"
"Enjoy competitive pricing and transparent, upfront billing — no hidden costs, just great service each time.","استمتع بأسعار تنافسية وفواتير شفافة ومقدمة — لا توجد تكاليف خفية، مجرد خدمة رائعة في كل مرة."
"Your Personal Information Is Secure and Confidential","معلوماتك الشخصية آمنة وسرية"
"At TyresCart.ae (DSP Trade Hub FZ-LLC), we are completely serious about protecting your personal information. You can visit our website at any time and not be obligated to share personal information, unless you would like to make a purchase or contact us.","في TyresCart.ae (DSP Trade Hub FZ-LLC)، نحن جادون تماماً في حماية معلوماتك الشخصية. يمكنك زيارة موقعنا في أي وقت دون أن تكون ملزماً بمشاركة معلومات شخصية، إلا إذا كنت ترغب في إجراء عملية شراء أو التواصل معنا."
"If you conduct business with us, we may ask for some of your information including your name, home address, vehicle make/model and the vehicle's plate number, phone number and email address. This information is necessary for us to process your order, personalize your experience and even send you updates or promotional offers that may be of interest to you. We understand how important it is to trust us with your information - your personal data will never be sold, shared, rented, traded or made available to any other third party for marketing purposes. If you do not want to receive emails or promotional messages from us, simply unsubscribe or contact us at info@tyrescart.ae and we can opt you out.","إذا أجريت معاملات تجارية معنا، فقد نطلب بعض معلوماتك بما في ذلك اسمك وعنوان منزلك وطراز/موديل سيارتك ورقم لوحتها ورقم هاتفك وعنوان بريدك الإلكتروني. هذه المعلومات ضرورية لمعالجة طلبك وتخصيص تجربتك وحتى إرسال تحديثات أو عروض ترويجية قد تهمك. نحن ندرك أهمية ثقتك بنا في حفظ معلوماتك - لن يتم بيع بياناتك الشخصية أو مشاركتها أو تأجيرها أو تداولها أو إتاحتها لأي طرف ثالث لأغراض تسويقية. إذا كنت لا ترغب في تلقي رسائل بريد إلكتروني أو رسائل ترويجية منا، فما عليك سوى إلغاء الاشتراك أو التواصل معنا على info@tyrescart.ae وسنقوم بإلغاء اشتراكك."
"All credit card or debit card information and personal identifying information will NEVER be stored, shared, rented, or leased to any third party.","لن يتم أبداً تخزين أو مشاركة أو تأجير أو إعارة معلومات بطاقة الائتمان أو الخصم وأي معلومات تعريفية شخصية لأي طرف ثالث."
"Online Orders","الطلبات الإلكترونية"
"When you purchase a TyresCart.ae item using a credit card, your payment is securely handled through respectable and trusted third-party banking institutions. We do not store, have access to, or retain any of your credit card information on our server. In the best interest of safe transactions, TyresCart.ae may share limited identity and transaction information with verified fraud detection service partners for the sake of verification and protection. These partners are legally bound by confidentiality practices and are prohibited from sharing or using this information at any time other than to provide service on behalf of TyresCart.ae.","عند شراء منتج من TyresCart.ae باستخدام بطاقة ائتمان، تتم معالجة دفعتك بشكل آمن من خلال مؤسسات مصرفية تابعة لجهات خارجية موثوقة وذات سمعة طيبة. نحن لا نخزن أو نصل إلى أو نحتفظ بأي معلومات خاصة ببطاقتك الائتمانية على خادمنا. في سبيل ضمان معاملات آمنة، قد يشارك TyresCart.ae معلومات محدودة تتعلق بالهوية والمعاملات مع شركاء موثوقين في خدمات الكشف عن الاحتيال لأغراض التحقق والحماية. هؤلاء الشركاء ملزمون قانونياً بممارسات السرية ويُحظر عليهم مشاركة أو استخدام هذه المعلومات في أي وقت إلا لتقديم الخدمة نيابةً عن TyresCart.ae."
"All sensitive data transmitted through our website (including credit card information) is protected through the use of advanced encryption (SSL) technology, making it virtually impossible for this information to be intercepted or misused. For the sake of security, we also maintain a policy that does not allow the saving of credit card information between sessions. TyresCart.ae implements industry-standard SSL and payment gateway options to secure that every online transaction is encoded, private and secure.","جميع البيانات الحساسة المرسلة عبر موقعنا الإلكتروني (بما في ذلك معلومات بطاقة الائتمان) محمية باستخدام تقنية التشفير المتقدمة (SSL)، مما يجعل من شبه المستحيل اعتراض هذه المعلومات أو إساءة استخدامها. لأغراض أمنية، نتبع أيضاً سياسة لا تسمح بحفظ معلومات بطاقة الائتمان بين الجلسات. يطبق TyresCart.ae معايير SSL القياسية وخيارات بوابة الدفع لضمان أن كل معاملة إلكترونية مشفرة وخاصة وآمنة."
"Cookies","ملفات تعريف الارتباط"
"TyresCart.ae uses cookies like most websites to improve your browsing experience. Cookies help us understand what you do on our site and keep track of your preferences so that we may improve our services. Cookies do not store personal information about you or identify you unless you voluntarily provide such information.","يستخدم TyresCart.ae ملفات تعريف الارتباط مثل معظم المواقع الإلكترونية لتحسين تجربة التصفح لديك. تساعدنا ملفات تعريف الارتباط على فهم ما تفعله على موقعنا وتتبع تفضيلاتك حتى نتمكن من تحسين خدماتنا. لا تخزن ملفات تعريف الارتباط معلومات شخصية عنك أو تتعرف عليك إلا إذا قدمت هذه المعلومات طوعاً."
"You can use your browser settings to disable or manage cookies. Just keep in mind that disabling cookies may prevent some functions from working on our site..","يمكنك استخدام إعدادات المتصفح لتعطيل ملفات تعريف الارتباط أو إدارتها. ضع في اعتبارك أن تعطيل ملفات تعريف الارتباط قد يمنع بعض الوظائف من العمل على موقعنا."
"Third Parties","أطراف ثالثة"
"TyresCart.ae may share non-personal, anonymous data with trusted third parties (for example: manufacturers, business partners...) periodically. For example, we may use anonymous, aggregate statistics that indicate what tyre brands or related products are the most popular among our customers. This is purely statistical information that does not identify any users personally or personally identify any individual user.","قد يشارك TyresCart.ae بيانات مجهولة الهوية وغير شخصية مع أطراف ثالثة موثوقة (على سبيل المثال: الشركات المصنعة وشركاء الأعمال...) بصفة دورية. على سبيل المثال، قد نستخدم إحصاءات مجمعة مجهولة الهوية تشير إلى أكثر ماركات الإطارات أو المنتجات ذات الصلة شعبيةً بين عملائنا. هذه معلومات إحصائية بحتة لا تحدد هوية أي مستخدمين شخصياً."
"We may also use third-party advertising technologies to display ads from us on other sites you visit. These technologies do not gather or disclose personal identification details (like your name, address, or any other home/contact information), but instead utilize anonymous information about your visits to our web site, and other sites, establish more relevant advertisements. A unique cookie or web beacon may be placed or recognized in your browser to help measure ad performance and enhance your browsing experience. Our advertising partners have stated that this data is non-identifiable and powers solely for analytical marketing optimization.","قد نستخدم أيضاً تقنيات إعلانية تابعة لجهات خارجية لعرض إعلاناتنا على مواقع أخرى تزورها. لا تجمع هذه التقنيات أو تكشف عن تفاصيل التعريف الشخصية (مثل اسمك أو عنوانك أو أي معلومات اتصال أخرى)، بل تستخدم معلومات مجهولة الهوية حول زياراتك لموقعنا ومواقع أخرى لعرض إعلانات أكثر صلة. قد يتم وضع ملف تعريف ارتباط فريد أو منارة ويب في متصفحك للمساعدة في قياس أداء الإعلانات وتحسين تجربة التصفح لديك. أفاد شركاؤنا الإعلانيون بأن هذه البيانات غير قابلة للتعريف وتُستخدم فقط لتحسين التسويق التحليلي."
"Furthermore, TyresCart.ae makes use of third-party analytic tools so we understand visitors' usage of our website better. These tools allow us to analyze usage patterns in general, including time spent on pages, navigation paths, browser type, and internet service provider information. The information we gather allows us to enhance how our website functions, how it performs, and the relevance of our content. Please note that all information we gather from these tools is anonymous and aggregated information; your privacy and personal identification will always remain secure. Our goal is to make your online experience as smooth, useful, and relevant as we can at TyresCart.ae.","علاوة على ذلك، يستخدم TyresCart.ae أدوات تحليلية تابعة لجهات خارجية لفهم أنماط استخدام الزوار لموقعنا بشكل أفضل. تتيح لنا هذه الأدوات تحليل أنماط الاستخدام بشكل عام، بما في ذلك الوقت المستغرق في الصفحات ومسارات التنقل ونوع المتصفح ومعلومات مزود خدمة الإنترنت. تسمح لنا المعلومات التي نجمعها بتحسين وظائف موقعنا وأدائه ومدى ملاءمة محتوانا. يرجى ملاحظة أن جميع المعلومات التي نجمعها من هذه الأدوات مجهولة الهوية ومجمعة؛ ستظل خصوصيتك وهويتك الشخصية آمنتين دائماً. هدفنا هو جعل تجربتك الإلكترونية سلسة ومفيدة وذات صلة قدر الإمكان في TyresCart.ae."
"External Links","الروابط الخارجية"
"TyresCart.ae may provide links to outside websites for your convenience or to provide more information. Please note that once you leave TyresCart.ae we have no control or responsibility over the privacy practices or the content of those outside websites. Each outside website will have their own specific privacy policy and procedures in place and we encourage you to read those before providing any personal information.","قد يوفر TyresCart.ae روابط لمواقع خارجية لراحتك أو لتوفير مزيد من المعلومات. يرجى ملاحظة أنه بمجرد مغادرتك لـ TyresCart.ae، لن يكون لدينا أي سيطرة أو مسؤولية على ممارسات الخصوصية أو محتوى تلك المواقع الخارجية. سيكون لكل موقع خارجي سياسة خصوصية وإجراءات خاصة به، ونشجعك على قراءتها قبل تقديم أي معلومات شخصية."
"Use of Social Media plugins","استخدام إضافات وسائل التواصل الاجتماعي"
"Our site may use plugins from common and reputable social media platforms like Facebook, Instagram, Twitter (X), LinkedIn, and Google. Such plugins are recognized by their logos on our website.","قد يستخدم موقعنا إضافات من منصات التواصل الاجتماعي الشائعة والموثوقة مثل Facebook وInstagram وTwitter (X) وLinkedIn وGoogle. يمكن التعرف على هذه الإضافات من خلال شعاراتها على موقعنا."
"Visiting a page on TyresCart.ae with a social media plugin will cause your browser to automatically connect to the server of the social media platform. In this interaction, some data is sent to the social media platform, such as the IP address of the computer you used to access the internet as well as the URL of the page you visited. This happens even if you do not have an account or are not logged into the social media service at that time, the server connection between the site and the social media platform may store information created from interacting or viewing the social media service or have a direct connection to a country outside the UAE (for example, the United States).","ستؤدي زيارة صفحة على TyresCart.ae تحتوي على إضافة وسائل تواصل اجتماعي إلى اتصال متصفحك تلقائياً بخادم منصة التواصل الاجتماعي. في هذا التفاعل، يتم إرسال بعض البيانات إلى منصة التواصل الاجتماعي، مثل عنوان IP للجهاز الذي استخدمته للوصول إلى الإنترنت وعنوان URL للصفحة التي زرتها. يحدث هذا حتى إذا لم يكن لديك حساب أو لم تكن مسجلاً الدخول في خدمة التواصل الاجتماعي في ذلك الوقت، وقد يخزن اتصال الخادم بين الموقع والمنصة معلومات ناتجة عن التفاعل معها، أو قد يكون له اتصال مباشر بدولة خارج الإمارات (على سبيل المثال، الولايات المتحدة الأمريكية)."
"The same retention of information would occur if you were logged into your social media account while visiting the TyresCart.ae site. If you interact with the plugin (for example, clicking the ""like"" or ""share""), the platform will receive this information, which may also be stored and shared with others based on the privacy settings of the social media service.","سيحدث نفس الاحتفاظ بالمعلومات إذا كنت مسجلاً الدخول في حساب التواصل الاجتماعي الخاص بك أثناء زيارة موقع TyresCart.ae. إذا تفاعلت مع الإضافة (على سبيل المثال، النقر على ""أعجبني"" أو ""مشاركة"")، فستتلقى المنصة هذه المعلومات، والتي قد يتم تخزينها ومشاركتها مع الآخرين بناءً على إعدادات الخصوصية في خدمة التواصل الاجتماعي."
"If you are looking for additional information regarding their data collection, storage, and use, be sure to review their privacy policies on their websites.","إذا كنت تبحث عن معلومات إضافية حول جمعهم للبيانات وتخزينها واستخدامها، فتأكد من مراجعة سياسات الخصوصية الخاصة بهم على مواقعهم الإلكترونية."
"Some social media services, like Facebook or LinkedIn, may also allow you to create an account or log into your TyresCart.ae account using your existing social media account. Those social media services will authenticate your identity and may provide us with your limited personal information, such as your name and email address, at your request, to simplify the process of registering and signing into your TyresCart.ae account.","قد تتيح لك بعض خدمات التواصل الاجتماعي، مثل Facebook أو LinkedIn، إنشاء حساب أو تسجيل الدخول إلى حساب TyresCart.ae الخاص بك باستخدام حسابك الموجود في وسائل التواصل الاجتماعي. ستقوم خدمات التواصل الاجتماعي هذه بالتحقق من هويتك وقد تزودنا بمعلوماتك الشخصية المحدودة، مثل اسمك وعنوان بريدك الإلكتروني، بناءً على طلبك، لتبسيط عملية التسجيل وتسجيل الدخول إلى حساب TyresCart.ae الخاص بك."
"Chat Support","دعم الدردشة"
"TyresCart.ae offers live chat support to handle general questions and support requests, in addition to emails and phone support. If our chat team isn't available, we may ask you to briefly state your name and email address in order to answer your query when we are able. This information is used to respond to your request and improve our customer service.","يقدم TyresCart.ae دعم الدردشة المباشرة للتعامل مع الأسئلة العامة وطلبات الدعم، بالإضافة إلى دعم البريد الإلكتروني والهاتف. إذا لم يكن فريق الدردشة لدينا متاحاً، فقد نطلب منك ذكر اسمك وعنوان بريدك الإلكتروني بإيجاز للرد على استفسارك عند توفر الإمكانية. تُستخدم هذه المعلومات للرد على طلبك وتحسين خدمة العملاء لدينا."
"Policy Validity","سريان السياسة"
"This Privacy Policy was last updated on April 15, 2025, and TyresCart.ae reserves the right to change it at any time, solely at its discretion. Any changes will be posted on the website, and we encourage you to frequently refer back to this section to ascertain if any changes have been made. All changes will take effect once posted.","تم تحديث سياسة الخصوصية هذه آخر مرة في 15 أبريل 2025، ويحتفظ TyresCart.ae بالحق في تغييرها في أي وقت وفق تقديره الخاص. سيتم نشر أي تغييرات على الموقع الإلكتروني، ونشجعك على العودة إلى هذا القسم بانتظام للاطلاع على أي تحديثات. تدخل جميع التغييرات حيز التنفيذ فور نشرها."
"If you have any questions, comments, or suggestions about this policy, please don't hesitate to contact us.","إذا كانت لديك أي أسئلة أو تعليقات أو اقتراحات بشأن هذه السياسة، فلا تتردد في التواصل معنا."
"Please note: All credit/debit card details and personally identifiable information will never be stored, sold, shared, rented, or leased to any third-party.","يرجى ملاحظة: لن يتم أبداً تخزين أو بيع أو مشاركة أو تأجير أو إعارة تفاصيل بطاقة الائتمان/الخصم وأي معلومات تعريفية شخصية لأي طرف ثالث."
"Tyre Limited Warranty Terms:","شروط الضمان المحدود للإطارات:"
"All tires sold by TyresCart.ae are covered by a limited warranty provided by the manufacturer. The manufacturer of the tire provides a one-year limited warranty against manufacturing defects, which is determined by authorized agents or representatives for TyresCart.ae in the area where the tires were purchased. Authorized agents or representatives are also updating these terms and conditions on their local website.","جميع الإطارات المباعة في TyresCart.ae مشمولة بضمان محدود مقدم من الشركة المصنعة. تقدم الشركة المصنعة ضماناً محدوداً لمدة سنة واحدة ضد عيوب التصنيع، ويتم تحديده من قبل الوكلاء أو الممثلين المعتمدين لـ TyresCart.ae في المنطقة التي تم فيها شراء الإطارات. كما يقوم الوكلاء أو الممثلون المعتمدون بتحديث هذه الشروط والأحكام على مواقعهم المحلية."
"This warranty is valid only for the original purchaser of tires and is not transferable.","هذا الضمان صالح فقط للمشتري الأصلي للإطارات وغير قابل للتحويل."
"If the buyer uses a tire size that is not recommended by the car manufacturer, TyresCart.ae will not take any responsibility and it will be the buyer's responsibility 100%.","إذا استخدم المشتري مقاس إطار غير موصى به من قبل الشركة المصنعة للسيارة، فلن يتحمل TyresCart.ae أي مسؤولية وستكون المسؤولية الكاملة 100% على عاتق المشتري."
"Tyre Limited Warranty Claim Process:","إجراءات تقديم مطالبة الضمان المحدود للإطارات:"
"In order to process a tyre warranty claim, customers will have to provide the original purchase invoice that was received via email.","لمعالجة مطالبة ضمان الإطارات، يتعين على العملاء تقديم فاتورة الشراء الأصلية التي استلموها عبر البريد الإلكتروني."
"All claimed tyres will be sent for inspection by the manufacturer's authorized representative. The inspection may take approximately 2 - 3 weeks to complete.","سيتم إرسال جميع الإطارات المطالب بها للفحص من قبل الممثل المعتمد للشركة المصنعة. قد يستغرق الفحص ما يقارب 2 - 3 أسابيع."
"The determination regarding the claim will be only made by the manufacturer's authorized representative after their investigation.","سيتم البت في المطالبة من قبل الممثل المعتمد للشركة المصنعة فقط بعد إجراء التحقيق."
"In the meantime, customers may have to purchase new tyres to their own account during the tyre evaluation process.","في غضون ذلك، قد يضطر العملاء إلى شراء إطارات جديدة على حسابهم الخاص خلال فترة تقييم الإطارات."
"If the agent of the manufacturer approves the claim, the amount reimbursed to the customer will be based on the remaining tread life or percentage of tyre usage found during the inspection.","إذا وافق وكيل الشركة المصنعة على المطالبة، فسيتم تحديد المبلغ المسترد للعميل بناءً على عمر المداس المتبقي أو نسبة استخدام الإطار التي تم تحديدها أثناء الفحص."
"Exclusions for Warranty Claims:","استثناءات مطالبات الضمان:"
"Claims will not be eligible for warranty - or warranty work will not be provided and considered invalid if you file a claim based on any of the following:","لن تكون المطالبات مؤهلة للضمان - أو لن يتم تقديم أعمال الضمان وستعتبر غير صالحة إذا قدمت مطالبة بناءً على أي مما يلي:"
"Damaged tyres, tubes or flaps from improper use, handling or storage.","الإطارات أو الأنابيب أو الرفارف التالفة بسبب الاستخدام أو التداول أو التخزين غير السليم."
"Tyres that have exceeded their original tread life or worn out.","الإطارات التي تجاوزت عمر مداسها الأصلي أو المستهلكة."
"Tyres that have been previously repaired, reconditioned, retreaded or otherwise changed.","الإطارات التي سبق إصلاحها أو تجديدها أو إعادة تشكيل مداسها أو تغييرها بأي طريقة."
"Use of tyres that are not proper size, load index, or specifications to be used on the vehicle.","استخدام إطارات بمقاس أو مؤشر حمولة أو مواصفات غير مناسبة للسيارة."
"Damage to the tyre caused by poor condition or poor maintenance of the vehicle (e.g., alignment, wheel imbalance, brake issues, bad suspension parts, improper rotation of tyres, etc.).","الأضرار التي لحقت بالإطار بسبب سوء حالة السيارة أو صيانتها (مثل: الضبط، وعدم توازن العجلات، ومشاكل الفرامل، وقطع التعليق التالفة، والدوران غير السليم للإطارات، إلخ)."
"Failures caused by improper inflation, overloading, neglect or contact with oil, chemicals, or fire.","الأعطال الناجمة عن ضخ الهواء غير السليم، أو الحمل الزائد، أو الإهمال، أو الاتصال بالزيت أو المواد الكيميائية أو النار."
"Tyres damaged in competition, off-roading, or in accidents/collisions or driven flat.","الإطارات التالفة في المسابقات أو الطرق الوعرة أو الحوادث/الاصطدامات أو القيادة بإطار مثقوب."
"Damage caused by the use of improper repair materials or techniques.","الأضرار الناجمة عن استخدام مواد أو تقنيات إصلاح غير مناسبة."
"Tyres affected by road hazard damage (e.g., cuts, punctures, impact breaks, bruises, stone drilling).","الإطارات المتضررة من أخطار الطريق (مثل: القطع، والثقوب، وكسور الصدمات، والكدمات، وحفر الحصى)."
"Any other damage caused by improper use, neglect, or failure to follow any of the manufacturer's recommendations or actual care requirements.","أي أضرار أخرى ناجمة عن الاستخدام غير السليم أو الإهمال أو عدم اتباع أي من توصيات الشركة المصنعة أو متطلبات العناية الفعلية."
"Car Batteries Warranty Policy:","سياسة ضمان بطاريات السيارات:"
"All car batteries sold at TyresCart.ae are covered under the manufacturer's warranty. The warranty period is usually for 12 months from the date of purchase; any warranty longer than this will be noted on the invoice in parenthesis.","جميع بطاريات السيارات المباعة في TyresCart.ae مشمولة بضمان الشركة المصنعة. تبلغ فترة الضمان عادةً 12 شهراً من تاريخ الشراء؛ وأي ضمان أطول من ذلك سيتم ذكره في الفاتورة بين قوسين."
"If the battery fails during the warranty period, the buyer must return the battery to the seller's place of business to receive the warranty. The seller will not cover any shipping costs to return the battery.","إذا تعطلت البطارية خلال فترة الضمان، يجب على المشتري إعادة البطارية إلى مقر عمل البائع للحصول على الضمان. لن يتحمل البائع أي تكاليف شحن لإعادة البطارية."
"The battery must be returned in good condition, full of electrolyte, and all manufacturer's labels and markings intact to allow inspection and verification of cause of the failure.","يجب إعادة البطارية في حالة جيدة، ومليئة بالإلكتروليت، مع بقاء جميع ملصقات وعلامات الشركة المصنعة سليمة للسماح بالفحص والتحقق من سبب العطل."
"Credit or replacement values will be determined on a pro-rata basis accounting for time remaining on warranty and usage.","سيتم تحديد قيم الائتمان أو الاستبدال على أساس تناسبي مع مراعاة الوقت المتبقي على انتهاء الضمان والاستخدام."
"Reasons for Car Battery Warranty Exemption:","أسباب إعفاء بطارية السيارة من الضمان:"
"Warranty claims will be denied in the event of any of the following:","سيتم رفض مطالبات الضمان في حالة حدوث أي مما يلي:"
"The purchaser is unable to produce the original purchase receipt.","عدم قدرة المشتري على تقديم إيصال الشراء الأصلي."
"The manufacturer's label or marking on the battery has been tampered with or otherwise removed.","تم العبث بملصق أو علامة الشركة المصنعة على البطارية أو إزالتها."
"The battery has physical damage, i.e., a crack, melted terminals, damaged casing, etc.","البطارية بها ضرر مادي، أي: تشقق أو أطراف ذائبة أو غلاف تالف، إلخ."
"The battery has exploded or otherwise failed due to a broken internal circuit.","انفجرت البطارية أو تعطلت بسبب دائرة داخلية مكسورة."
"The battery is returned with electroyltes drained, or shows signs of improper handling.","تم إعادة البطارية وقد استُنزف الإلكتروليت منها أو تُظهر علامات التداول غير السليم."
"The vehicle's charging system voltage exceeds or falls below the manufacturer's recommendations.","يتجاوز جهد نظام الشحن في السيارة أو يقل عن توصيات الشركة المصنعة."
"The battery has been used, or installed, for anything other than its intended automotive use, or is not the correct type or capacity for the applicable vehicle.","تم استخدام البطارية أو تركيبها لأغراض أخرى غير الاستخدام السيارات المخصص لها، أو أنها ليست من النوع أو السعة المناسبة للسيارة المعنية."
"The vehicle has defective electrical components, or wiring concerns.","تحتوي السيارة على مكونات كهربائية معيبة أو مشاكل في الأسلاك."
